Timestamp,miners-revenue
2020-10-19 00:00:00,9776921.35454538
2020-10-20 00:00:00,11710523.407490088
2020-10-21 00:00:00,11562043.137415789
2020-10-22 00:00:00,13585268.793336762
2020-10-23 00:00:00,12640081.09752187
2020-10-24 00:00:00,13768787.568247974
2020-10-25 00:00:00,10397996.375269836
2020-10-26 00:00:00,10435984.482452529
2020-10-27 00:00:00,10871089.34394712
2020-10-28 00:00:00,11446509.259696554
2020-10-29 00:00:00,12458484.387886178
2020-10-30 00:00:00,12828892.041338578
2020-10-31 00:00:00,13341986.845960088
2020-11-01 00:00:00,13377441.175498055
2020-11-01 23:00:00,10902576.25650482
2020-11-02 23:00:00,15826226.373946056
2020-11-03 23:00:00,16641138.126188194
2020-11-04 23:00:00,20893224.438920554
2020-11-05 23:00:00,18889243.164551694
2020-11-06 23:00:00,16132958.559332216
2020-11-07 23:00:00,15148276.024686076
2020-11-08 23:00:00,20216887.388651714
2020-11-09 23:00:00,16459647.090100147
2020-11-10 23:00:00,16020485.034676496
2020-11-11 23:00:00,17804675.564513773
2020-11-12 23:00:00,16032046.443972783
2020-11-13 23:00:00,15597257.884330552
2020-11-14 23:00:00,15662707.440931926
2020-11-15 23:00:00,17711414.833960325
2020-11-16 23:00:00,18324639.99735234
2020-11-17 23:00:00,21194109.321156435
2020-11-18 23:00:00,16988027.064900875
2020-11-19 23:00:00,20641618.88821196
2020-11-20 23:00:00,20655875.924064286
2020-11-21 23:00:00,20906345.739519313
2020-11-22 23:00:00,18011288.3905691
2020-11-23 23:00:00,17683648.930801246
2020-11-24 23:00:00,20363512.95999495
2020-11-25 23:00:00,18340061.78604947
2020-11-26 23:00:00,17988301.561259545
2020-11-27 23:00:00,17630656.51384634
2020-11-28 23:00:00,18023228.15797287
2020-11-29 23:00:00,14684437.13730185
2020-11-30 23:00:00,21143567.33429405
2020-12-01 23:00:00,18291019.906802543
2020-12-02 23:00:00,21762338.78996689
2020-12-03 23:00:00,19296507.660683624
2020-12-04 23:00:00,18632287.72198453
2020-12-05 23:00:00,17217876.55490936
2020-12-06 23:00:00,19343628.017927807
2020-12-07 23:00:00,18941288.637713753
2020-12-08 23:00:00,17187411.942549206
2020-12-09 23:00:00,16448918.976491643
2020-12-10 23:00:00,16978667.126258247
2020-12-11 23:00:00,16396977.017211141
2020-12-12 23:00:00,19661607.518971115
2020-12-13 23:00:00,18516458.628991954
2020-12-14 23:00:00,18584575.835623957
2020-12-15 23:00:00,19816346.525156554
2020-12-16 23:00:00,22338873.247198086
2020-12-17 23:00:00,27241477.875482038
2020-12-18 23:00:00,25884376.309846204
2020-12-19 23:00:00,24027162.60963906
2020-12-20 23:00:00,23298120.991149504
2020-12-21 23:00:00,23995220.12075107
2020-12-22 23:00:00,26038110.232698534
2020-12-23 23:00:00,20751169.501283977
2020-12-24 23:00:00,23792132.986943312
2020-12-25 23:00:00,23722327.94400382
2020-12-26 23:00:00,27533619.89224247
2020-12-27 23:00:00,29968235.311181773
2020-12-28 23:00:00,28221057.092363108
2020-12-29 23:00:00,33896444.42080255
2020-12-30 23:00:00,33284139.091827303
2020-12-31 23:00:00,29068047.02881674
2021-01-01 23:00:00,31908499.940662753
2021-01-02 23:00:00,35922359.22404933
2021-01-03 23:00:00,39752808.81415808
2021-01-04 23:00:00,35314776.48318403
2021-01-05 23:00:00,43004565.11013959
2021-01-06 23:00:00,45226287.01495596
2021-01-07 23:00:00,42358095.25666046
2021-01-08 23:00:00,40693122.11401789
2021-01-09 23:00:00,43171347.77742759
2021-01-10 23:00:00,37697672.105572425
2021-01-11 23:00:00,38534703.86316562
2021-01-12 23:00:00,37493720.35220138
2021-01-13 23:00:00,42518141.3229426
2021-01-14 23:00:00,41733817.69406035
2021-01-15 23:00:00,38126679.70239878
2021-01-16 23:00:00,31937013.5207863
2021-01-17 23:00:00,36250411.753908925
2021-01-18 23:00:00,38439879.37535342
2021-01-19 23:00:00,34297105.93950238
2021-01-20 23:00:00,30287474.72314571
2021-01-21 23:00:00,31865792.143227555
2021-01-22 23:00:00,33751644.506897256
2021-01-23 23:00:00,30284997.15879116
2021-01-24 23:00:00,33137293.923932903
2021-01-25 23:00:00,35209827.729441255
2021-01-26 23:00:00,30148573.701184303
2021-01-27 23:00:00,32031715.884661224
2021-01-28 23:00:00,39455373.63302356
2021-01-29 23:00:00,33651946.62402073
2021-01-30 23:00:00,33412205.26586177
2021-01-31 23:00:00,30096215.73409861
2021-02-01 23:00:00,38671645.45825114
2021-02-02 23:00:00,39131400.439372316
2021-02-03 23:00:00,43879560.217283756
2021-02-04 23:00:00,45671119.753917314
2021-02-05 23:00:00,45346981.332109064
2021-02-06 23:00:00,41085629.48255814
2021-02-07 23:00:00,48670642.79997875
2021-02-08 23:00:00,51636507.497528024
2021-02-09 23:00:00,49429153.26156691
2021-02-10 23:00:00,47377470.06192563
2021-02-11 23:00:00,53308083.0824142
2021-02-12 23:00:00,53952453.191675015
2021-02-13 23:00:00,50339561.18150959
2021-02-14 23:00:00,51761591.27857075
2021-02-15 23:00:00,42832906.95827337
2021-02-16 23:00:00,51285528.64317585
2021-02-17 23:00:00,53678746.908786446
2021-02-18 23:00:00,59244126.437538244
2021-02-19 23:00:00,59691256.6875985
2021-02-20 23:00:00,57635434.78941177
2021-02-21 23:00:00,52905473.90020501
2021-02-22 23:00:00,48487887.64094238
2021-02-23 23:00:00,59746178.57906681
2021-02-24 23:00:00,57792548.4154015
2021-02-25 23:00:00,47395143.797322005
2021-02-26 23:00:00,51148405.64582984
2021-02-27 23:00:00,40396048.67600178
2021-02-28 23:00:00,44513744.099418715
2021-03-01 23:00:00,50567917.70753806
2021-03-02 23:00:00,55147754.83271214
2021-03-03 23:00:00,45722350.32302363
2021-03-04 23:00:00,49815984.01444393
2021-03-05 23:00:00,49711918.89213497
2021-03-06 23:00:00,49451162.50304934
2021-03-07 23:00:00,53803631.21964566
2021-03-08 23:00:00,52888356.46482327
2021-03-09 23:00:00,57652864.476403445
2021-03-10 23:00:00,52736912.574518405
2021-03-11 23:00:00,60000114.24336446
2021-03-12 23:00:00,59410978.32581383
2021-03-13 23:00:00,64756375.034695014
2021-03-15 00:00:00,59673362.68696073
2021-03-16 00:00:00,57657199.41954258
2021-03-17 00:00:00,54456146.879519716
2021-03-18 00:00:00,64386085.97207126
2021-03-19 00:00:00,61617467.94631133
2021-03-20 00:00:00,61522483.4952451
2021-03-21 00:00:00,60066262.67738397
2021-03-22 00:00:00,58540676.97897906
2021-03-23 00:00:00,60904323.71943131
2021-03-24 00:00:00,56905120.7290735
2021-03-25 00:00:00,55913485.57796882
2021-03-26 00:00:00,49554041.05561001
2021-03-27 00:00:00,59212965.29536148
2021-03-28 00:00:00,58772016.35476238
2021-03-29 00:00:00,59732041.28817989
2021-03-30 00:00:00,58978791.97986809
2021-03-31 00:00:00,63698731.011946015
2021-04-01 00:00:00,58722692.65813852
2021-04-02 00:00:00,57243512.862984665
2021-04-03 00:00:00,54056516.12378918
2021-04-04 00:00:00,56501558.977773495
2021-04-05 00:00:00,62213130.42119343
2021-04-06 00:00:00,58865753.6739137
2021-04-07 00:00:00,61699929.39559078
2021-04-08 00:00:00,53025106.53857864
2021-04-09 00:00:00,62936805.508286126
2021-04-10 00:00:00,64092742.42249997
2021-04-11 00:00:00,58799840.659562446
2021-04-12 00:00:00,59662203.17826638
2021-04-13 00:00:00,61441759.0375718
2021-04-14 00:00:00,63141327.402798735
2021-04-15 00:00:00,80172244.97007681
2021-04-16 00:00:00,48356808.52401327
2021-04-17 00:00:00,45028087.58663974
2021-04-18 00:00:00,57721965.5233542
2021-04-19 00:00:00,47180246.47068432
2021-04-20 00:00:00,62004693.81146113
2021-04-21 00:00:00,49225543.81325493
2021-04-22 00:00:00,64293952.906998485
2021-04-23 00:00:00,55567384.88797259
2021-04-24 00:00:00,53877732.96517578
2021-04-25 00:00:00,49453312.869487576
2021-04-26 00:00:00,47389587.56067316
2021-04-27 00:00:00,57182089.25851064
2021-04-28 00:00:00,56029341.15713478
2021-04-29 00:00:00,48848197.60179543
2021-04-30 00:00:00,59389761.303177826
2021-05-01 00:00:00,56995422.307202466
2021-05-02 00:00:00,70637245.5046327
2021-05-03 00:00:00,71252796.33298717
2021-05-04 00:00:00,68034176.30412355
2021-05-05 00:00:00,61161963.09240894
2021-05-06 00:00:00,66659326.27502956
2021-05-07 00:00:00,71663298.61460015
2021-05-08 00:00:00,67678884.92096624
2021-05-09 00:00:00,71465404.01503558
2021-05-10 00:00:00,71072062.4963203
2021-05-11 00:00:00,64607298.400094174
2021-05-12 00:00:00,64585949.4848341
2021-05-13 00:00:00,53650242.51126909
2021-05-14 00:00:00,45652932.824427664
2021-05-15 00:00:00,41386831.59001042
2021-05-16 00:00:00,41709082.876608536
2021-05-17 00:00:00,36875391.36590077
2021-05-18 00:00:00,30628667.240716435
2021-05-19 00:00:00,36558890.15030742
2021-05-20 00:00:00,33135536.43756745
2021-05-21 00:00:00,31984319.396481585
2021-05-22 00:00:00,31076144.881794974
2021-05-23 00:00:00,28944158.98421438
2021-05-24 00:00:00,32668797.23653627
2021-05-25 00:00:00,32577927.94728843
2021-05-26 00:00:00,32976616.14112848
2021-05-27 00:00:00,30872457.374978814
2021-05-28 00:00:00,29892496.4361271
2021-05-29 00:00:00,27237217.139367037
2021-05-30 00:00:00,33235125.091146626
2021-05-31 00:00:00,33914623.681255355
2021-06-01 00:00:00,34238305.81555942
2021-06-02 00:00:00,41033277.7360982
2021-06-03 00:00:00,37237145.28549553
2021-06-04 00:00:00,32433139.613245476
2021-06-05 00:00:00,31004148.542508267
2021-06-06 00:00:00,34551597.29480198
2021-06-07 00:00:00,32065211.206185155
2021-06-08 00:00:00,31680869.696719125
2021-06-09 00:00:00,29082024.72863661
2021-06-10 00:00:00,28990968.607225362
2021-06-11 00:00:00,25753794.507168025
2021-06-12 00:00:00,31189778.559382275
2021-06-13 00:00:00,31382108.55365283
2021-06-14 00:00:00,36421303.120417744
2021-06-15 00:00:00,34465050.9411636
2021-06-16 00:00:00,31780141.800057426
2021-06-17 00:00:00,32585835.143843785
2021-06-18 00:00:00,29858234.31511843
2021-06-19 00:00:00,23856840.00185822
2021-06-20 00:00:00,23743052.0992393
2021-06-21 00:00:00,23126700.279965036
